review,stars,label,food,cleanness,price,view,workers,space
من به همراه خانواده ام سال 94 رفتیم جلفا ویک شب دراین هتل بودیم . هتل تمیزوخوب بود.برخوردکارکنان خوب و مودبانه بود.ضمنا توصیه می کنم حتما به جلفا برین...ارزش بازدید داره,4,2,,,,,,
"همه چی خوبه 
فقط تلویزیون و اتاق نیاز به بازسازی داره البته ما سال 93 رفتیم 
و کیفیت غذایی ضعیفه
ولی صبحانه عالیه (پاسخ ایران بوکینگ: در حال حاضر اتاقها هم بازسازی شده)",4,2,,,,,,
باسلام من 3شبخانواده مهمان هتل توس بوديم خيلي بهم خوش گذشت تشكر از پرسنل خوبه هتل فقط ازمدير هتل خواهشمنديم هزينه كافي شاپ كمتر كنين يه قوري چاي خيلي قيمتش بالاهست ممنون از پرسنل هتل,4,2,,,,,,
"سلام به هموطنان عزیزم 
ما در تاریخ 24 تا 28 آذر ماه 95 به مدت 4 شب در این هتل بودیم.به نظر من در حد یک هتل 3 ستاره خیلی خوب بود.حیاط قشنگ و خوبی داره.صبحانه شامل عدسی ، تخم مرغ آب پز ، سوسیس و تخم مرغ ، کره و پنیر و خامه و مربا و عسل ، گوجه و خیار و پرتقال و نارنگی ، شیر و آب میوه بود که نسبت به هتل 3 ستاره خوب بودو میتونستیم صبحانمونو روی تختهای حیاط بخوریم..کافی شاپ هتل محیط خوبی داشت و خانمی بودن که خودشون برامون چیز کیک و کیکهای شکلاتی خوشمزه ای درست میکردند.ما یک روز ناهار در هتل خوردیم که تنوع نداشت ولی کیفیت خوبی داشت.هتل شام ندارد.تنها عیبی که این هتل داره فاصله اش از مرکز شهر هست وگرنه همه چی خوبه.به تازگی هم یک سوپر درست چسبیده به هتل باز شده که احتیاجات ضروری شما را برطرف میکنه.در کل من راضی بودم از این هتل و ضمنا اینکه ما فقط برای خواب به هتل میومدیم و زمان زیادی توی هتل نبودیم.برعکس اون چیزی که شنیده بودم اصلا خرید قشم را دوست نداشتم.درگهان که افتضاح بود جنساش.به نظر من فقط سیتی سنتر 1 و 2 ارزش رفتن داره برای خرید.ولی تا دلتون بخواد طبیعت بکر و دیدنی داده.جنگلهای حرا ، رقص دلفینها در جزیره هنگام و دره ستاره ها و جزیره ناز عااالی بودند.ما برای بازیهای آبی به ساحل طلایی یا همون پلاژ سیمین رفتیم و شاتل و بنانا و جت اسکی سوار شدیم و خیلی خوش گذشت.به نظر من فقط از هوا و طبیعت و دریا استفاده لذت ببرید و وقتتونو در بازارها هدر ندین.",4,2,,,,,,
"تشکر میکنم از پرسنل خوب و حرفه ای هتل که بخش عمده آبروی هتل همین پرسنل خوشرو کاردان هستند 
هتل در مقایسه استاندارد های لازم را داشت آرامش نظافت صبحانه مختصر و مفید دسترسی آسان به مراکز خرید ... همه باعث شد یک هفته خوب را داشته باشیم 
اگر از افرادی هستید که اتاق با دید خاص یا صبحانه متنوع می خواهید به جاهای دیگر سر بزنید ولی اگر سخت نگیرید قطعا توصیه می کنم",3,2,,,,,,
ما تازه از قشم برگشتیم هتل شمس یک هتل معمولی با قیمت نسبتا خوبه صبحانه تخم مرغ پنیر گوجه و خیار عسل و انواع مربا با کره اس از نظر مکانی نزدیک بازار ماهی فروشها و نزدیک ساحل از پنجره اتاق ما ساحل دیده میشد از هتل نخل زرین واقعا بهتره سشوار داره که این خیلی لازمه تخت تکی داره که برای دو نفره شدن باید به هم چسبنده بشه پرسنل خوش برخورد داره البته مردم قشم واقعا مردم خوبی هستن همشون توی قشم شما اصلا احساس غریبی نمی کنین مردمش معرکن,3,2,,,,,,
سلام من باخانواده 4روز مهمان هتل توس بوديم هر چي بخام بگم شايد باور كردنش سخت باشه بايد حتما بريد بعد براي دوستان تعريف كنين بسيار پرسنل خوب بااخلاق نزديك به حرم غذاهاي بسيار خوب من كه خيلي بهم خوش گذشت اميوارم قسمت همه بشه,5,2,,,,,,
سلام مزایای هتل نزدیکی به مراکز خرید.. برخورد خوب کارکنان و راننده ای که برای هتل بود و واقعا با قیمتی منصفانه همه جا مارو برد... معایب ملافه ها رو عوض نکرده بودن ما تقاضای عوض کردن کردیم که البته انجام دادن...کف اتاقها خیلی کثیف بود پر لکه و توالت هم هواکشش خوب کار نمیکرد,3,0,,,,,,
رفتار پرسنل عالی نزدیکی به مراکز خرید رستوران خوان بوم زیر این هتل میباشد نقریبا نزدیک به مراکز خرید صبحانه معمولی ساندویچ های عالی در سیتی سنتر البته در فضای بیرونی عالی بود فقط تذکر بدم دیدن از این جزیره زیبا را به تعوبق نیاندازید بنده 18 ادز 95 قشم بودم و لذت بردم بی نظیر بود,4,2,,,,,,
 سلام خدمت دوستان عزیز بنده از 95/9/15 تا 95/9/18 در هتل کیمیا4 اقامت داشتم رفتار کارکنان عالی صبحانه معمولی ولی شما هر مشکلی باشد پرسنل به شما کمک حواهند کرد کلا جای هتل مرکز شهر وشلوغ شهر میباشد ومیتوانید با تاکسی به همه جا بروید در قشم مسافت ها طولانی میباشد این جزیره بسیار زیبا ودیدنی وبی نظیر میباشد جزایر هنگام ودلفین ها رو از دست ندید من این هتل را به شما پیشنهاد میکنم در ضمن قشم بی نطیر میباشد.,4,2,,,,,,
سلام ساختمان و نما و لابی بدی نداره مسول پذیرش هم بسیار مودب و خوش رو هست ولی اصلا تمیز نیست صبحانه بسیار معمولی و تکراریه,1,0,,,,,,
با سلام خسته نباشي من با خانواده 4روز مهمان هتل بوديم خيلي هتل خوبي بود اخلاق پرسنل خيلي خيلي خوب هست وغذاهاي خيلي خوب بود من كه خيلي بهم خوش گذشت باتشكر از پرسنل خوب هتل توس,5,2,,,,,,
"بر خورد خوب کارکنان هتل
فقط به مسافرین توصیه میکنم اتاق های یا سوییت های طبقه آخر رو نگیرید که خیلی صدای طبقه بالا کافی شاپ میاد",3,1,,,,,,
"سلام هتل بدي نيستش رستورانش ضعيف و گرا ن هستش سرگرمي هم زياد نداره اينترنت داخل اتاق هم ضعيفه
اما در كل از نظر اب او هوا عالي هستش",3,0,,,,,,
"باسلام
بسیارعالی،من که فوق العاده راضی بودم هم از نضافت و هم برخوردکارکنان،هم از سرعت عملشون و همه چیزفوق العاده عالی👌👌👌
وازموقعیت مکانیش بگم که عاشقشم، چون هم به دریانزدیکه وهم به مراکز خرید
وخلاصه ازهرنظرعالیه وباقیمت مناسب ترازبقیه
من که هرباربخوام برم کیش دوست دارم این هتل بیام",5,2,,,,,,
چند روز پیش در هتل میگون بودیم.ولی مدیریت ضعیفی داشت.به فضای سبز رسیدگی نمیشد و کاملا خشک شده بود.قسمتهای مختلف مثل ماساژ و دوچرخه سواری تعطیل بود.غذا از سفره خانه برای داخل اطاق سرو نمیشد.چمدان بر نداشتند.فقط دو نکته مثبت داشت:اطاقها تمیز بود و سفره خانه سنتی فضای خوبی داشت.,4,1,,,,,,
من از کارکنان این هتل هستم وبه همه ی مهمانان عزیزی که به شهر ارومیه راهشان میفتد هتل پارک را توصیه میکنم چون جای راحت لوکس واز همه مهمتر امکانات عالی و پرسنل دلسوز و مهربانی دارد با تشکر از مدیر,5,2,,,,,,
باسلام ؛ من چند شب قبل هتل دیپلمات بودم پرسنل بسیار انسانهای متین وباوقار؛ غذا واقعا فوق العاده؛ نظافت و تمیزی با پرسنل وظیفه شناس بسیارعالی - من اگه صد بار دیگه به مشهد بیام مطمئنا هتل دیپلمات را انتخاب خواهم کرد,5,2,,,,,,
سلام .به نظر من این هتل بسیار عالی و تمیز بود و جز بهترین هتلهای پنج ستاره ایران به شمار می آید.لازم است در اینجا از مسئولین و کارکنان هتل تشکر کنم و به آنها خسته نباشید گویم.....,5,2,,,,,,
بنده به اتفاق خانواده شهریور 95 بمدت 4 شب در این هتل اقامت داشتم هتل واقعا خوب صبحانه بسیار عالی برخورد پرسنل بسیار عالی نردیکی به حرم خوب و امکانات به نسبت هزینه بسیارخوب بود و در کل ما راضی بودیم,4,2,,,,,,
کاملا رضایت دارم برخورد مناسب پرسنل وتمیز ومرتب بودن اتاق ودسترسی راحت به نقاط دیگر شهر از مهمان نوازی آنها سپاسگزارم,4,2,,,,,,
هتل آزادي اصفهان واقع در چهار راه تختي مركز شهر و نزديك به بازار و مراكز خريد بود، پرسنل هتل برخورد خيلي خوبي داشتند و امكانات اتاق هم خيلي خوب بود به جز دو مورد ، داخل حمام شامپو تك نفره وجود نداشت و حتي مسواك يكبار مصرف و خمير دندان هم جزوء سرويس هتل نبود و اينترنت هم به ظاهر داشتيم ولي وصل نبود و وقتي اعتراض كرديم گفتند از اينترنت استفاده كرديد و تموم شده در صورتي كه واقعيت نداشت، ولي در كل در مقايسه با هتل سنتي اصفهان كه ما يك شب نيز در آنجا اقامت داشتيم و فاقد هرگونه امكانات بود، خيلي بهتر بود و از نظر قيمت هم مناسب تر بود,4,1,,,,,,
دیشب در این هتل اقامت داشتم هتل بسیار خوب در حد سرعین هستش. یعنی شاید بهترین هتل استان اردبیل باشه در مجموع بسیار لذت بردم . به نسبت قیمت یه سر و گردن از بقیه هتل های استان بالاتره و قتتون رو برای بررسی بقیه هتل ها هدر ندید.,5,2,,,,,,
همه چیز خوب بود ولی برخورد کارکنان پذیرش هتل مناسب نبود وبرخورد خوبی ندارند واحترام به اربا ب رجوع در موقع سوال کردن متنانت وخوشرویی خاص خود را می طلبد وانتظار داریم با توجه به اخلاق خوب شیرازیها برخورد در وحله اولیه مناسب باشد ممنون وسپاسگزارم,3,0,,,,,,
ا خانواده چند شب رو در اين هتل اقامت داشتيم .اتاق ها بسيار تميز و مرتب بود . صبحانه ي بسيار خوب و از همه مهم تر بسيار پرسنل خوش اخلاق و مهربان از ويژگي هاي خوب اين هتله . غذاي هتل واقعا ميشه گفت از بيشتر هتل هايي كه تا حالا در شمال اقامت داشتم بهتر بود . يكي ديگه از خوبي هاي هتل هم اينه كه در كنار ساحل قرار داره و براحتي ميشه براي شنا و ورزش هاي ابي به ساحل رفت .,5,2,,,,,,
"با سلام.
ما با خانواده در شهريور 95 اونجا بوديم. برخورد پرسنل و راهنمايي هاشون خيلي بهمون كمك كرد.
هتل شيك و اتاقهاي تميزي داره.فاصله تا مراكز تجاري پياده 10 دقيقه هم نيست.نورگير اتاقها و صبحانه كامل و عالي اي داشت.
پيشنهاد ميكنم اگه رفتيد حتما هتل سان سيتي رو انتخاب كنيد.",4,2,,,,,,
"سلام. ما همين چند روز پيش اونجا بوديم. يعني شهريور95
هتل واقعا عالي بود. سه شب اونجا بوديم هم از لحاظ برخورد پرسنل ، هم از لحاظ تميزي اتاقها و نورگيرش و هم صبحانه اش عالي بود. فقط اگه پاركينگش سايه بان داشت بهتر بود.
به همه پرسنل اونجا خسته نباشيد ميگم. موقعيت هتل هم درست كنار بازار و مجتمع هاي تجاري هست.",4,2,,,,,,
"با سلام
من به اتفاق خانواده در تاریخ 20 شهریور به مدت یک شب در این هتل اقامت داشتیم
هتل نوساز و شیکی بود. اتاق زودتر از ساعت 14 تحویل داده شد. به میدان گاومیش گلی که مرکز شهر سرعین می باشد بسیار نزدیک بود. 
کیفیت اتاقها خوب بود . امکانات داخل اتاق هم به نسبت خوب و نونوار بود.
مشکل اصلی هتل قرار گرفتن در نزدیکی باغات و بیابانهای سرعین است که شبها سر و صدای حیوانات واقعا اذیت میکرد.
استخر هتل فقط خصوصی می باشد که به مدت یک ساعت و نیم به مبلغ 250000 تومان در اختیار خانواده می باشد.
مبلغ ورودی سالن ورزش نیز نفری 30000 است که هر دو به نظر من بسیار گران می باشند
کیفیت صبحانه بیسار خوب ولی کیفیت ناهار متوسط بود.
ممنون",3,1,,,,,,
"هتل در حد چهار ستاره معمولی-اتاقها و لابی قدیمی و ساده-سرعت اینترنت کم-کیفیت صبحانه معمولی-امکانات اتاقها و هتل ضعیف.

تنها نکات مثبت برخورد پرسنل-نظافت و موسیقی زنده بود.",4,1,,,,,,
سلام.بنده همراه با خانواده به مدت 4 شب در این هتل اقامت داشتیم.این هتل بسیار هتل خوبی بود.برخورد کارکنان هتل به ویژه پذیرش هتل بسیار خوب بود.به گونه ای که موقع رسیدن ما به هتل که آخر شب بود مسئول پذیرش به ما گفت چون شما خسته هستین فرم ها رو خودم براتون پر میکنم.صبحانه هتل عالی نبود ولی در حد مطلوب بود.اتاق ما هم که در طبقه سوم هتل بود یک اتاق بسیار بزرگ و تمیز با امکانات کامل بود.این هتل در یکی از بهترین مناطق تبریز واقع شده.هم چنین در این چند روز اقامت ما در این هتل با تعدادی از بازیگران سینما که به این هتل آمده بودند دیدار کردیم .در کل از آمدن به این هتل بسیار رضایت دارم.,5,2,,,,,,
"باسلام ما خانوادگی اومدیم شیراز
3شب شیراز بودیم ی شب اومدیم دروازه قران وسط فلکه نشسته بودیم هتل شیراز توجه مارو خیلی خیلی به وخودش جلب کرد خیلی باصفا وزیبا بود همگی
کنجکاو شدیم که بریم داخل هتل ماهزینه ی چندانی نداشتیم که داخل بریم رفتیم نزدیک در ورودی چند نفر داشتند داخل میشدند ماهم پشت سر اون ها وارد هتل شدیم اونا داخل اسانسور شدند ماهم بازم پشت سر اونا رفتیم طبقه ی 6 ماخیلی ترسیدیم که نکنه مارو دعوا کن اما نگهبانان اونجا با خوشرویی باما برخرد کردند ما داخل بالکن رفتیم وخیلی از منظره بیرون لذت بردیم اما بازم من از ترس میلرزیدم بعدا رفتیم توی پارکینگ فضولیمون داشت بیشتر گل میکرد که دوتا از کارکنان اونجا بهمون شک کردند ازمون پرسیدند مشکلی دارید ماهم از ترس گفتیم ما اینجا گم شدیم اون هم مارو بااحترام بیرون کرد... اما حتما ی روزی اگه جور شد میایم... اینم از خاطره ی ما...",5,2,,,,,,
من به مدت ۲ روز به همراه خانواده در این هتل اقامت داشتیم ، محیطی بسیار زیبا و دل انگیز و آرامش بخش داشت و نظر ما رو بسیار جلب کرد در معنای واقعی سنتی بود، از نظر غذا هم مورد قبول ما بود,5,2,,,,,,
"بسیار تمیز و پاکیزه ، پرسنل مودب ، صبحانه عالی ، محیط ارام 
امیدوارم در اینده شاهد افت کیفیت نباشیم",5,2,,,,,,
داخل ویلاها بسیار شیک و تمیز بود. جاش خیلی بکر بود. ولی از نظر شام وناهار و صبحانه خوب نبود.شاید به خاطر اینکه رستورانش اصلا مشتری نداشت!,4,1,,,,,,
برخوردی خوب کارکنان نظافت اتاق ومحیط داخلی و غذای باکیفیت رستوران عالی بود مرتب بودن اتاق و تمیزیش با اتاق هتل استقلال برابر بود,4,2,,,,,,
"با خانواده در تاريخ 7 الي 9 مرداد در اين هتل اقامت داشتيم
مكان هتل نرسيده به امامزاده عبدالله است
برخورد كاركنان و مديريت هتل بسيار خوب است
اتاقها خيلي تميز و مرتب است و جاي بسيار شگفتي است كه اين هتل درجه دو است امكان گرفتن ستاره براي هتل بسيار خوب است
در تابستان با توجه به خنك بودن روستا نيازي به سرمايش نيست حتي در وقت ظهر 
اگر اهل غذا درست كردن هستيد مي توانيد از سويت ها استفاده كنيد آشپزخانه همه چي را دارد وسايل خيلي تميز است 
منظره اتاقها به روي كوه بسيار زيبا است عالي است .
تا ابشار زيارت حدودا سه تا 5 كيلومتر است اگر اهل پياده روي و طبيعت گردي هستيد مكان بسيار زيبايي است و لي متاسفانه بعلت سربالايي بودن خيلي ها با ماشين رفت و آمد مي كنند. البته برخي از جيپهاي قديمي نوع خوب هست كه با هماهنگي قبلي مي توانيد شما به بالا ببرند.
خلاصه سفر خوبي بود . در وسط مرداد بارندگي و باران در شهر تهران نعمتي است كه متاسفانه ما از آن محروميم. كلا خوش گذشت",4,2,,,,,,
"با سلام ما به مدت 2 شب در این هتل اقامت داشتیم
این هتل 4 ستاره دارای لابی بسیار زیبا پرسنل با اخلاق عالی و صبحانه خیلی کاملی است .و اتاقها بسیار تمیز است
اما متاسفانه اتاق ها خیلی کوچک و فاقد میز پذیرایی است و برای مثال شما اکر بخواهید در اتاق چای بخورید باید روی تخت بنشینید. در ضمن استخر هتل که فقط مخصوص آقایان است ساعت محدود دارد و ساعات استفاده از آن دقیقا زمانی است که مسافران بیرون هستند(22-15).و قیمت هتل بسیار بالاست",3,1,,,,,,
بهترين هتلي بود كه تا به حال در عمرم رفته بودم . تنوع غذا و رفتار پرسنل بي نظير بود . مي تونم بگم از هتل هاي پنج ستاره اي كه توي دبي و تركيه رفته بودم خيلي خيلي عالي بود . فقط يك عيب داشت.. اونم توي قسمت استخر بود كه اصلا اتاق پرو نداشت .. رسپشن نداشت..جكوري وسونا اصلا روشن نبود و كار نميكرد.. آب استخر هم گرم نبود..كلا انگار آدميزاد اونجا نرفته بود. به جز اين يه مورد تمام موارد عالي و بي نظير بود.,5,1,,,,,,
من قبلا چند بار دیگه هم مشهد اومده بودم ولی هیچ جا اینقدر که تو هتل سهند احساس راحتی داشتم راحت نبودم.,5,2,,,,,,
"نظر مثبت :
نزدیکی به حرم - برخورد بسیار صمیمانه پرسنل هتل - صبحانه متنوع با کیفیت بالا - تمیزی هتل و شیک و جدید بودن وسایل هتل - در واقع یک هتل لوکس بود - مدیر هتل در همه جا در دسترس بود و شخصا از نزدیک با مسافران صحبت میکردند.کیفیت نهار و شام نیز مطلوب بود 
نظر منفی :
اتاقی که ما اقامت داشتیم نور بسیار کمی داشت در واقع پنجره رو به کوچه تنگ و باریک بود و در اتاق نورپردازی فقط با آباژور بود که گفتن مدل هتل با این نورپردازی هست در واقع اتاق نور دلپذیر و خوبی نداشت.اینترنت در اتاق بسیار ضعیف - ترانسفر فرودگاه نداشت - نبود کتری برقی",4,1,,,,,,
خاطره خوبی از این هتل ندارم از کارکنان هتل رفتار بهتر از این انتظار داشتم . موقع ورود اتاق را ساعت 5 به ما تحویل دادن هیچ پذیرایی و عذر خواهی هم نکردند . سرویس های دیگر هم که تعریفی نداشت به نظر من در مقایسه با سایر هتل های سه ستاره که بارها تجربه کردم در حد دو 2 ستاره بود به نظر من ستاره ها رو باید نسبت به رفتار کارکنان بدهند که از همه مهمتر است ، اگر زود به رستوران می رفتیم منوی غذایی کامل بود وگر نه دیر تر می رفتیم بعضی از غذاها تمام می شد این برای یک هتل سه ستاره قابل قبول نیست.,2,0,,,,,,
"سلام
خانه تاریخی و زیبا. برخورد خوب کارکنان
اما از گرما مردیم
فن کویل اتاق اصلا جواب نمیداد
پنکه گذاشته بودن!جواب نمیداد
آب معدنی گرم
یخچال گرم با مواد غذایی گرم
کلا برای بازدید بهتره تا اقامت
هتل نگارستان من رفتم خیلی خنک و خوب بود",2,0,,,,,,
"سلام
من از تاریخ 12  تا 15م تیر 95 در هتل خورشید تابان با همسرم اقامت داشتم
نظرم راجع به این هتل:
بخش خوب
1. اتاقها بسیار بزرگ و مرتب و تمیز
2. سر
ویس حمام و دستشویی تقریبا نو و تمیز
3. ظاهر و لابی هتل بسیار زیبا
4. برخورد کارکنان خوب و محترمانه
5. استخر بزرگ و شیک که بلیطش برای مسافران نصف قیمت است (8000 تومن)

بخش بد:
1. صبحانه غیر متنوع و ثابت برای هر روز که از کلاس کاری یک هتل 4ستاره کمتر بود
این منوی هر روزشون بود:
خوراک سوسیس - املت - لوبیا- عدسی - فرنی- تخم مرغ آبپز + سایر اقلامی مثه پنیر و کره و ...
که چون در هتل 4ستاره های زیادی اقامت داشتم بنظرم منو در سطح 3ستاره بود
البته کیفیت تقریبا خوب بود
2. ناهار کیفیت بسیار بدی داشت و در این 4روز ما تقریبا همه اقلام منو رو امتحان کردیم و همه در سطح یک رستوران درجه پایین بود
به علاوه خیلی زود منوشون تموم میشد و فقط چنتا مورد برای انتخاب بقیه میموند
3. کیفیت شام بهتر بود هرچند نمیتونم بگم عالی بود
4. مشکل اصلی ما با این هتل ترانسفر بود
بدلیل اینکه این هتل در فاصله دوری از حرم قرار داره 6 عدد ترانسفر در طول روز برای بردن زائرین داشت که علنا میشه گفت 3تا بود (3 - 3:15 -11:30 - 12- 6:30- 7) این ساعتا هم در طول روز پخش نبودن هم زمان برگشتشون معمولا طوری بود که فقط به نماز هول هولکی جماعت میرسیدیم و چندین بار به دلیل زیارت و ... مجبور شدیم خودمون تاکسی بگیریم برگردیم که البته 1بارشو هتل حساب کرد
5. اینترنت اینجا تا 50 مگ رایگان داره که نمیدونم چجوری در عرض 1 ساعت تموم میشه و بعدش با پرداخت 5000 تومن بسته نامحدود خریداری کردیم که سرعت خوبی داره
6. ما 2 بار در خواست clean room رو داشتیم ولی در نهایت این اتفاق نیفتاد

البته ممکنه این نواقص به دلیل تازه کار بودن این هتل باشه ولی درحال حاضر بنظرم خدمات این هتل در حد 3ستاره است و به احتمال زیاد من دوباره در این هتل اقامت نمیکنم",3,0,,,,,,
هتل بسيارخوبي بود تميزي و نظافت عالي- صبحانه عالي -,4,2,,,,,,
هتل ترنج بسیار کار جالبی بود در واقع مثل هتل دریائی مالدیو عمل کردید ولی از لحاظ قیمت بی نهایت گران است چرا .چون شما مقایسه کنید با یک هتل 5ستاره ترکیه در انتالیا قیمت هتل 25میلیون ریال در قبال 7شبانه رور وبلیط رفت وبرگشت وخوراکی 100 مدل از غذا دسر سلاد نوشیدنی و... بصورت رایگاه وتفریحات بسیار متنوع در قبال ازادی بینهایت . من مطمعن هستم اگر در قیمت تجدید نظر نکنید بعدها دشا رکود خواهید شد. خودتان با تورهای خارجی مقایسه کنید. با تشکر,4,0,,,,,,
هتل خوبی بود پرسنل خوبی داشت مخصوصا جناب آقای سعادت که پذیرش هتل هستند واقعا مهربان بودند ولی غذا یه مقدار ضعیف بود ولی دوباره هم میرم هتل هلیا برای دیدن اقای سعادت در پذیرش هتل,3,2,,,,,,
سلام من و همسرم سه سال پیش برای ماه عسل به جزیره زیبای کیش سفر کردیم و در هتل بزرگ ارم اقامت داشتیم.غذاش عالی بود منو آزاد...صبحونه هم يه صبحونه عالی و کامل برای اونایی که به غذا خیلی اهمیت میدن.اتاقمون رو به دریا بود و منظره خیلی عالی داشت که من خیلی دوسش داشتم رسیدگی هم از هر نظر عالی بود در ضمن ترانسفر فرودگاهی هم داشت الان هم بلیط گرفتیم و بازم هتل ارم انتخاب کردیم به شما هم توصیه میکنم.البته من قبلا هتلای ديگه هم رفته بودم ولی هتل ارم يه چيز ديگه بود از هر نظر,4,2,,,,,,
"در ببهمن 94 مهمان اين هتل بودم با همسر و فرزندم.هتل قديمي ولي بسيار پرسنل مودب و خوبي داشت. اتاقها عالي نبود اما تميز و مرتب بود. ايراد هتل اتاقهاي با ديوار بسيار بسيار نازكي بود كه موقع بازي فرزندم اتاق بغل معترض ميشد يا صداي خروپف آقاي اتاق بغلي در گوش ما بد صدا ميكرد. دسترسي هتل به بازار قديم بسيار عالي بود و داخل شهر.
طبعا براي رفتن به درگهان يا بازارهاي ديگه از ماشين استفاده ميكرديم كه مشكلي نبود
هتلهاي با ستاره بالاتر در زمان سفر ما كاملن پر بود و از ناچاري انتخاب كرديم اما بعد متوجه شديم كه زياد هم بد نيست. صبحانه در حد معمولي ولي خوب بود.",3,1,,,,,,
نظر من خوش به حال مسافرهای مجتمع آهوان منو خانواده م عمرا یه شب بتونیم اینجا باشیم چون تا حالا شمال نیامدیم با این حال از تصاویر اون لذت بردیم به امیدروزی که ما هم بتونیم یه شب تو مجتمع شما بمونیم خدابیارتون,4,2,,,,,,
باعرض سلام ادب بنظر م قیمتها خیلی بالاس واصلا ارزش نداره بجاش ادم میره سفر خارجی با یه مقدار هزینه بیشتر که به ادمم بیشتر خوش میگذره تا کیش,3,0,,,,,,
"تجربه کافی شاپ و شام در رستوران طبقه سوم ""لاتون"" رو داشتم ، کیفیت پذیرایی ، غذا و برخورد پرسنل و شیکی سالن بی نظیر بود.",5,2,,,,,,
عالی خیلی راضی هستم ماه رمضان خلوت و رویایی با خدمات عالی غذای رستوران بالا عالی کلبه ها عالی حیف سوییت گرون بود وگرنه سوییت می گرفتم خر داد 95,5,2,,,,,,
"با سلام و احترام
من شخصا به جزیره کیش خیلی علاقه مند هستم و چندین بار به این جزیره سفر کردم .
نکته ای که جالب است این است که هزینه ای که شما برای سفر به کیش انجام میدهید با کمی تفاوت برابر است با یک سفر خارجی به کشورهای همسایه .
شاید بهتر باشد کلا تجدید نظری درباره قیمت ها شود تا مسافران بتوانند با هزینه کمتری به شهرهای داخلی سفر کنند . 
من هر وقت خواستم به شهری سفر کنم ، وقتی هزینه ها رو محاسبه میکردم میدیدم با یک مقدار هزینه بیشتر میتوانم به یک کشور همسایه سفر کنم .

موفق باشید.",4,2,,,,,,
ما 2باربه هتل سهند رفتیم و باید بگم خدمات ،نظافت،غذاها و پرسنل این هتل فوق تصورات ما از یک هتل 3ستاره بودن.مطمعنا از این به بعد هیچ هتل دیگه ای رو بجز این هتل برای اقامتمون تو مشهد انتخاب نمیکنیم,3,2,,,,,,
"با سلام
من به همراه همسرم دو شب در اين هتل اقامت داشتيم
مزايايى كه داشت يكى مكان خوبش بود كه راحت تونستيم پيدا كنيم ،صبحانه اش هم بد نبود در حد همون سه ستاره معمولى بود و پاركينك حياط بزرگى داشت 
معايبى كه داشت:وجود سوسك در حمام طى دو روزش
براى نظافت هم كه چراغ لطفاً اتاق را مرتب كنيد زديم و رفتيم گردش برگشتيم ديديم كسى نيامده براى نظافت و شارژ شامپو و خمير دندان و ...",2,0,,,,,,
سلام درطی مدت اقامت روزگار خوشی برایمان تدایی شد سپاسگذارم,5,2,,,,,,
ما در خرداد ٩٥ سه شب دراين هتل اقامت داشتيم،صبحانه خوب نبود ،هتل تميزي است ،برخورد خدمه خوب ،موقعيت در جزيره مناسب ،اتاق ها نورگير وبزرگ بود در مجموع انتخاب خوبي است,4,2,,,,,,
فروردین امسال بهمراه خانواده به مدت 3 شب د راین هتل اقامت داشتم ...برخورد کارکنان خیلی خوب بود صبحانه خوبی داشت اما بعد از خوردن یک وعده شام دیگر از رستوران هتل استفاده نکردیم و غذا اصلا طعم خوبی نداشت ...نظافت مناسب بود هرچند جا برای دقت در این مورد هست..کافی شاب دارای قیمت بالایی بود مخصوصا چای ...کلا منهای غذا هتل راحت و خوبیه,5,1,,,,,,
عید امسال من و همسرم به اتفاق دخترم در این هتل بمدت 3 شب اقامت داشتیم .هتل از نظر نظافت و برخورد کارکنان بسیار مورد پسندم بود صبحانه خوب یود ..رستوران هتل تمیز و سرویس دهی مناسبی داشت پیش غذاها و سالاد ها خوشمزه بود اما متاسفانه غذاهای اصلی به نظرم چندان جالب و در حد این هتل نبود .فکر کنم تغییر سر اشپز بد نباشه ...دسترسی هتل به مکانهای تاریخی و یا کلا شهر مناسب بود ...برای استفاده از استخر باید پول جداگانه پرداخت میکردیم که این برای من خیلی عجیب بود وتا بحال ندیده بودم مهمان هتل برای استفاده از استخر هتل پول جداگانه پرداخت کنه,4,1,,,,,,
ين هتل ومجموعه باعث افتخار ايراني و كشور اسلامي ايران و همچنين استان زيبا و مهمانواز مازنداران است در اينجا از سازنده محترم و مسئولين عزيزاستان براي خلق اين شاهكار تبريك ميكويم,5,2,,,,,,
"با سلام و احترام 
هتل سهند مشهد در حد یک هتل ۴ ستاره تاپ می باشد . هتل نوساز و نسبتاَ زیبا می باشد. همچنین محیط آرام هتل- رفتار بسیار مودبانه پرسنل- تمیزی و بهداشت عالی هتل- غذاهای متنوع با کیفیت عالی و از همه مهمتر رعایت نکات بهداشتی توسط پرسنل موقع سرو غذا و نظافت اتاقها نشانه مدیریت عالی هتل می باشد که سعی دارد مسئله کیفیت و مشتری مداری را که از نکات حائز اهمیت در مدیریت قرن ۲۱ است را مدنظر قرار دهد. ان شاء الله که این فرایند ادامه دار باشد.
با تشکر و آرزوی سلامتی و سربلندی برای کلیه پرسنل و مدیریت محترم هتل/نجفی ۹۵/۳/۶",5,2,,,,,,
